principio,cnpj,Laboratorio,codigoGGREM,registro,ean,nome,apresentacao,classeTerapeutica
ACECLOFENACO,72.593.791/0001-11,NOVA QUIMICA FARMACÊUTICA S/A,525312080037206,1267501560032,7895296118064,ACECLOFENACO,100 MG COM REV CT BL AL AL X 12,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS
ACECLOFENACO,72.593.791/0001-11,NOVA QUIMICA FARMACÊUTICA S/A,525312080037306,1267501560075,7895296118088,ACECLOFENACO,100 MG COM REV CT BL AL AL X 24,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS
ACECLOFENACO,73.663.650/0001-90,RANBAXY FARMACÊUTICA LTDA,529900101113114,1235201000025,7897076909312,ACECLOFENACO,100 MG COM REV CT STR AL X 12,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS
ACECLOFENACO,73.663.650/0001-90,RANBAXY FARMACÊUTICA LTDA,529900102111115,1235201000033,7897076909343,ACECLOFENACO,100 MG COM REV CT 2 STR AL X 12,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS
ACECLOFENACO,92.265.552/0001-40,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,525904901111117,1181900780019,7896472505883,ACECLOFENACO,100 MG COM REV CT BL AL/AL X 12,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS
ACECLOFENACO,92.265.552/0001-40,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,525905701116415,1181900870018,7896472505913,CECOFENE,100 MG COM REV CT BL AL/AL X 12,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS
ACECLOFENACO,57.507.378/0001-01,EMS S/A,507737301162115,1023508410031,7896004716534,ACECLOFENACO,15 MG/G CREM DERM CT BG AL X 30 G,M02A0 - ANTI-REUMÁTICOS E ANALGÉSICOS TÓPICOS
ACECLOFENACO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508011303163310,1004308170014,7891317412661,PROFLAM,15 MG/G CREM DERM CT TB AL X 30 G,M02A0 - ANTI-REUMÁTICOS E ANALGÉSICOS TÓPICOS
ACECLOFENACO,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526127601169113,1058305410031,7896004716541,ACECLOFENACO,15 MG/G CREM DERM CT BG AL X 30 G ,M02A0 - ANTI-REUMÁTICOS E ANALGÉSICOS TÓPICOS
ACEPONATO DE METILPREDNISOLONA,18.459.628/0001-15,BAYER S.A.,538912050016413,1705600850014,7795320050127,ADVANTAN,1 MG/G CREM DERM CT BG AL X 15 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACEPONATO DE METILPREDNISOLONA,18.459.628/0001-15,BAYER S.A.,538912050012713,1705600850154,7795320050646,ADVANTAN,1 MG/G LOÇÃO CREMOSA CT BG AL X 20 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACEPONATO DE METILPREDNISOLONA,18.459.628/0001-15,BAYER S.A.,538912050012613,1705600850091,7891106910712,ADVANTAN,1 MG/ML SOL TOP CT FR PLAS OPC GOT X 20 ML,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE ABIRATERONA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514512020025102,1123634010019,7896212424351,ZYTIGA,250 MG COM CT FR PLAS OPC X 120,L01X9 - TODOS OS OUTROS ANTINEOPLÁSICOS
ACETATO DE BUSSERRELINA,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502811901171315,1130000800010,7891058803032,SUPREFACT DEPOT,"3,3 MG/MICROBAST IMPL CT SER APLIC X 2 MICROBAST",L02A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE GONADOTROFINAS CITOSTÁTICOS
ACETATO DE CASPOFUNGINA,45.987.013/0001-34,MERCK SHARP & DOHME FARMACEUTICA  LTDA,525500301155311,1002900330017,7897337707381,CANCIDAS,50 MG PO LIOF SOL INJ CT FA VD INC,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ACETATO DE CASPOFUNGINA,45.987.013/0001-34,MERCK SHARP & DOHME FARMACEUTICA  LTDA,525500302151318,1002900330025,7897337707398,CANCIDAS,70 MG PO LIOF SOL INJ CT FA VD INC,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ACETATO DE CETRORRELIX,33.069.212/0001-84,MERCK S/A,525421701150311,1008903690013,7891721022548,CETROTIDE,"0,25 MG PO LIOF INJ CT FA VD INC + 1 SER DIL + 2 AGULHAS + 2 TOALHAS",H01C3 - HORMÔNIOS DE LIBERAÇÃO ANTIGONADOTROFINA
ACETATO DE CIPROTERONA,18.459.628/0001-15,BAYER S.A.,538912050012913,1705600660061,7891106907491,ANDROCUR,100 MG COM CT BL AL PLAS INC X 20,L02B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS
ACETATO DE CIPROTERONA,18.459.628/0001-15,BAYER S.A.,538912050012813,1705600660037,7891106907460,ANDROCUR,50 MG COM CT BL AL PLAS INC X 20,L02B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS
ACETATO DE CIPROTERONA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533009501116410,1049712010023,7896006282518,PROSTMAN,50 MG COM CT BL AL PLAS INC X 20,L02B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS
ACETATO DE CIPROTERONA,61.282.661/0001-41,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,519508101118111,1064601740019,7898149934514,ACETATO DE CIPROTERONA,50 MG COM CT BL AL PLAS INC X 20,L02B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS
ACETATO DE CIPROTERONA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501600201112411,1011801610029,7896637023016,CIPROSTAT,50 MG COM CT BL AL PLAS INC X 20,L02B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS
ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521401701152210,1287600170024,7896165600642,FIRMAGON,120 MG PO LIOF INJ CT 2 FA VD INC + 2 DIL 6 ML + 2 SER + 2 AGU + 4 ADAP,L02B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS
ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521416070006203,1287600170040,7896165600925,FIRMAGON,120 MG PO LIOF INJ CT 2 FA VD INC + 2 DIL SER PREENCH VD TRANS X 3 ML + 2 ADAP + 2 AGU + 2 ÊMBOLOS,L02B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS
ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521401702159219,1287600170016,7896165600635,FIRMAGON,80 MG PO LIOF INJ CT 1 FA VD INC + 1 DIL 6 ML + 1 SER + 1 AGU + 2 ADAP,L02B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS
ACETATO DE DEGARELIX,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521416070006103,1287600170032,7896165600918,FIRMAGON,"80 MG PO LIOF INJ CT 1 FA VD INC + 1 DIL SER PREENCH VD TRANS X 4,2 ML + 1 ADAP + 1 AGU + ÊMBOLO",L02B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS
ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400201113315,1287600150015,7896165600048,DDAVP,"0,1 MG COM CT FR PLAS OPC X 30",H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400204112311,1287600150023,7896165600055,DDAVP,"0,2 MG COM CT FR PLAS OPC X 30",H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400207154315,1287600150074,7896165600574,DDAVP,15 MCG /ML SOL INJ CT 1 AMP VD INC X 1ML ,H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400208150313,1287600150104,7896165600581,DDAVP,15 MCG /ML SOL INJ CT 1 AMP VD INC X 2ML ,H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400209157311,1287600150112,7896165600550,DDAVP,15 MCG /ML SOL INJ CT 10 AMP VD INC X 2ML ,H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400210155319,1287600150090,7896165600673,DDAVP,15 MCG /ML SOL INJ CT 10 AMP VD INC X 1ML (EMB FRAC),H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400211151317,1287600150120,7896165600680,DDAVP,15 MCG /ML SOL INJ CT 10 AMP VD INC X 2ML  (EMB FRAC),H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400212158315,1287600150082,7896165600178,DDAVP,15 MCG /ML SOL INJ CT 10 AMP VD INC X 1ML ,H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400205151319,1287600150041,7896165600062,DDAVP,4 MCG/ML SOL INJ CT 10 AMP VD INC X 1 ML,H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,05.035.244/0001-23,SUN FARMACÊUTICA DO BRASIL LTDA,532412050004814,1468200220012,7898909980195,D-VOID,"0,1 MG/ML SOL NAS CT FR VD AMB NEB X 5 ML",H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,05.035.244/0001-23,SUN FARMACÊUTICA DO BRASIL LTDA,532412050004914,1468200220020,7898909980263,D-VOID,"0,1 MG/ML SOL NAS CT FR VD AMB NEB X 2,5 ML",H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510005601133416,1103901150033,7895005800303,FURP-DESMOPRESSINA,"0,1 MG/ML SOL NAS CT FR VD AMB X 5ML + CAN",H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,61.282.661/0001-41,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,519507902176111,1064601720018,7898149934910,ACETATO DE DESMOPRESSINA,"0,1 MG/ML SOL NAS CT FR SPR VD AMB X 2,5 ML",H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400202179311,1287600150058,7896165600024,DDAVP,"0,1 MG/ML SOL NAS CT FR VD AMB SPR 2,5ML",H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DESMOPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400203175318,1287600150031,7896165600017,DDAVP,"0,1MG/ML SOL NAS CT FR VD AMB 2,5ML + 2 TUB",H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ACETATO DE DEXAMETASONA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510001801162417,1103900050051,7895005800327,FURP-DEXAMETASONA,"0,1 PCC CR DERM CX 50 BG AL X 10 G (EMB HOSP)",D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,18.324.343/0001-77,BELFAR LTDA,503404301165419,1057101230019,7897917001502,LISODERME,1 MG CREM DERM CT BG AL X 10 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,02.814.497/0001-07,CIMED INDÚSTRIA DE MEDICAMENTOS LTDA,506410101169111,1438101450018,7896523210698,ACETATO DE DEXAMETASONA,"1,0 MG/G CREM DERM CT BG AL X 10 G",D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,03.485.572/0001-04,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,510408201168115,1542300750016,7899095232372,ACETATO DE DEXAMETASONA,1 MG / G CREM DERM CT BG AL X 10 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,03.485.572/0001-04,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,510408701160415,1542300760011,7899095203204,CETADEX,1 MG/G CREM DERM CT BG AL X 10 G ,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,33.408.105/0001-33,GREENPHARMA QUÍMICA E FARMACÊUTICA LTDA,510802401162419,1201900220011,7897852900113,DEXAGREEN,1 MG/G CREM DERM CT BG AL X 10 G ,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,57.507.378/0001-01,EMS S/A,507709401166419,1023503330011,7896004707624,DEXADERMIL,1MG/G CREM DERM CT BG AL X 10 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,57.507.378/0001-01,EMS S/A,507739001166111,1023508480013,7896004721903,ACETATO DE DEXAMETASONA,1 MG/G CREM DERM CT BG AL X 10 G  ,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511502902164410,1004702030031,7897595620699,DEXAMETONAL,1 MG/G CREM DERM CT BG AL X 10 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,92.695.691/0001-03,KLEY HERTZ FARMACEUTICA S.A,515106301160411,1068900870014,7896331701937,DEXAMETAX,1 MG/G CREM DERM CT BG AL X 10 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538811101168413,1677301900010,7896004707624,DEXADERMIL,1MG/G CREM DERM CT BG AL X 10 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520728501161114,1037004790019,7896112123026,ACETATO DE DEXAMETASONA,1 MG/G CREM DERM CT BG AL X 10 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520728503162118,1037004790035,7896112123194,ACETATO DE DEXAMETASONA,1 MG/G CREM DERM CX 50 BG AL X 10 G (EMB HOSP),D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,19.791.813/0001-75,LABORATÓRIOS OSÓRIO DE MORAES LTDA,522101202167413,1050400380015,7898089300714,METADEX,1 MG/G CREM CT BG AL X 10 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526129201168116,1058305440011,7896004721897,ACETATO DE DEXAMETASONA,1 MG/G CREM DERM CT BG AL X 10 G  ,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533024801168118,1049713340019,7896006267010,ACETATO DE DEXAMETASONA,1 MG/ G CREM DERM CT BG AL X 10 G ,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,61.068.755/0001-12,SANVAL COMÉRCIO E INDÚSTRIA LTDA,530808401169111,1071402490015,7896137133796,ACETATO DE DEXAMETASONA,1 MG/G CREM DERM CT BG AL X 10 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528524001164112,1256801260012,7898148294596,ACETATO DE DEXAMETASONA,1 MG/G CREM DERM CT BG AL X 10 G ,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528524002160110,1256801260020,7898148294602,ACETATO DE DEXAMETASONA,1 MG/G CREM DERM CX 100 BG AL X 10 G (EMB HOSP),D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,92.265.552/0001-40,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,525900601164417,1181900370015,7896472502110,CORTITOP,"1,0 MG/G CREM DERM CT BG AL X 10 G  ",D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,92.265.552/0001-40,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,525900602160415,1181900370041,7896472504800,CORTITOP,"1,0 MG/G CREM DERM CX 50 BG AL X 10 G   (EMB HOSP)",D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,92.265.552/0001-40,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,525916050036406,1181901730015,7896472503599,ACETATO DE DEXAMETASONA,"1,0 MG/G CREM DERM CT BG AL X 10 G",D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,92.265.552/0001-40,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,525916050036506,1181901730023,7896472517367,ACETATO DE DEXAMETASONA,"1,0 MG/G CREM DERM CX 320 BG AL X 10 G",D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,92.265.552/0001-40,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,525916050036606,1181901730041,7896472503605,ACETATO DE DEXAMETASONA,"1,0 MG/G CREM DERM CX 50 BG AL X 10 G (EMB HOSP)",D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,92.265.552/0001-40,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,525916050036706,1181901730031,7896472503612,ACETATO DE DEXAMETASONA,"1,0 MG/G CREM DERM CX 100 BG AL X 10 G (EMB HOSP)   ",D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE DEXAMETASONA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500507801158416,1057303170017,7896658003226,DECADRONAL,8MG/ML SUS INJ CT FA INC X 2 ML,H02A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS
ACETATO DE DEXTROALFATOCOFEROL,47.100.862/0001-50,LABORATIL FARMACEUTICA LTDA,505208801114415,1057700560021,7893353606325,VIETA,CX 30 CAPS,A11X3 - VITAMINA E PURA
ACETATO DE DEXTROALFATOCOFEROL,33.173.097/0002-74,INSTITUTO TERAPÊUTICO DELTA LTDA.,514002201110416,1044000390027,7893454208220,VITAMINA E DELTA,400 MG CAP GEL MOLE CT BL AL PLAS INC X 20,A11X3 - VITAMINA E PURA
ACETATO DE DEXTROALFATOCOFEROL,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508020703111414,1004309230045,7891317445935,EMAMA,400 MG CAP GEL MOLE CT BL AL PLAS INC X 30,A11X3 - VITAMINA E PURA
ACETATO DE DEXTROALFATOCOFEROL,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508020704116411,1004309230037,7891317429935,EMAMA,400 MG CAP GEL MOLE CT BL AL PLAS INC X 10 ,A11X3 - VITAMINA E PURA
ACETATO DE DEXTROALFATOCOFEROL,64.088.172/0001-41,ATIVUS FARMACÊUTICA LTDA,502406301113428,1186100850021,7896317901221,ZIRVIT E,400 UI CX C/ 30 CAPS,A11X3 - VITAMINA E PURA
ACETATO DE FLUDROCORTISONA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505102101119311,1018000220025,7896016801839,FLORINEFE,"0,1 MG COM CT FR VD AMB X 100",H02A2 - CORTICOSTERÓIDES ORAIS PUROS
ACETATO DE FLUORMETOLONA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,500901601170311,1006810960014,7896548198865,FLORATE,"1,0 MG/ML SUS OFT CT 1 FR PLAS GOT X 5 ML",S01B0 - CORTICOSTERÓIDES OFTALMOLÓGICOS
ACETATO DE FLUORMETOLONA,60.084.456/0001-09,LATINOFARMA INDUSTRIAS FARMACEUTICAS LTDA,523401901131412,1172500280028,7896180300213,FLUTINOL,1 MG/ML SUS OFT CT FR PLAS TRANS GOT X 5 ML   ,S01B0 - CORTICOSTERÓIDES OFTALMOLÓGICOS
ACETATO DE GANIRRELIX,03.560.974/0001-18,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,527302501154311,1017100970011,7897572001336,ORGALUTRAN,"0,5 MG/ML SOL INJ CT SER VD PREENCHIDA X 0,5 ML",H01C3 - HORMÔNIOS DE LIBERAÇÃO ANTIGONADOTROFINA
ACETATO DE GLATIRÂMER,05.333.542/0001-08,TEVA FARMACÊUTICA LTDA.,537500101151219,1557300010010,7898919602353,COPAXONE,20 MG/ML SOL INJ CT 28 SERINGA PRE-ENCHIDA X 1 ML,L03A9 - OUTROS AGENTES IMUNOESTIMULANTES EXCETO INTERFERONAS
ACETATO DE GOSSERRELINA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502305101151313,1161800430021,7896206400873,ZOLADEX LA,"10,8 MG DEPOT + SER CT ENV AL POLIET X 1",L02A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE GONADOTROFINAS CITOSTÁTICOS
ACETATO DE GOSSERRELINA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502305001157311,1161800430011,7896206400552,ZOLADEX,"3,6 MG DEPOT + SER CT ENV AL POLIET X 1",L02A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE GONADOTROFINAS CITOSTÁTICOS
ACETATO DE HIDROCORTISONA,61.517.397/0001-88,THERASKIN FARMACEUTICA LTDA.,512104201164410,1019102390033,7897129300790,THERASONA,"11,2 MG/G CREM DERM CT BG AL X 25 G",D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE HIDROCORTISONA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520729801167116,1037005270086,7896112132981,ACETATO DE HIDROCORTISONA,10 MG/G CREM DERM CX 50 BG AL X 30 G (EMB HOSP),D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE HIDROCORTISONA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520729802163114,1037005270019,7896112132936,ACETATO DE HIDROCORTISONA,10 MG/G CREM DERM CT BG AL X 15 G ,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE HIDROCORTISONA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520729803161115,1037005270078,7896112132974,ACETATO DE HIDROCORTISONA,10 MG/G CREM DERM CT BG AL X 30 G ,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE HIDROCORTISONA,18.459.628/0001-15,BAYER S.A.,538912050013713,1705600810012,7795320000849,BERLISON,10 MG/G CREM DERM CT BG AL X 15 G ,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE HIDROCORTISONA,18.459.628/0001-15,BAYER S.A.,538912050013813,1705600810020,7795320050011,BERLISON,10 MG/G CREM DERM CT BG AL X 30 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE HIDROCORTISONA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533024901162111,1049713330013,7896006267072,ACETATO DE HIDROCORTISONA,10 MG/ G CREM DERM CT BG AL X 20 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE HIDROCORTISONA,18.459.628/0001-15,BAYER S.A.,538912050013913,1705600810047,7795320000856,BERLISON,10 MG/G POM DERM CT BG AL X 15 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE HIDROCORTISONA,18.459.628/0001-15,BAYER S.A.,538912050014013,1705600810055,7795320050028,BERLISON,10 MG/G POM DERM CT BG AL X 30 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS
ACETATO DE ICATIBANTO,07.898.671/0001-60,SHIRE FARMACÊUTICA BRASIL LTDA.,540200101170210,1697900030018,7898924769034,FIRAZYR,10 MG/ML CT 01 SER X 3 ML + AGULHA,B06D0 - Produtos para angioedema hereditário
ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539200103153318,1697700020035,7898932171034,SOMATULINE AUTOGEL,"120 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHIDA X 0,5 ML ",H01C2 - HORMÔNIOS ANTICRESCIMENTO
ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539214010000803,1697700020061,7898932171096,SOMATULINE AUTOGEL,"120 MG SOL INJ LIB PR CT SACHÊ SER PREENCH AG RETRÁTIL X 0,5 ML ",H01C2 - HORMÔNIOS ANTICRESCIMENTO
ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539200102157311,1697700020019,7898932171058,SOMATULINE AUTOGEL,"60 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHIDA X 0,3 ML ",H01C2 - HORMÔNIOS ANTICRESCIMENTO
ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539214010000603,1697700020043,7898932171072,SOMATULINE AUTOGEL,"60 MG SOL INJ LIB PR CT SACHÊ SER PREENCH AG RETRÁTIL X 0,5 ML ",H01C2 - HORMÔNIOS ANTICRESCIMENTO
ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539200101150311,1697700020027,7898932171041,SOMATULINE AUTOGEL,"90 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHIDA X 0,3 ML ",H01C2 - HORMÔNIOS ANTICRESCIMENTO
ACETATO DE LANREOTIDA,07.718.721/0001-80,BEAUFOUR IPSEN FARMACÊUTICA LTDA,539214010000703,1697700020051,7898932171089,SOMATULINE AUTOGEL,"90 MG SOL INJ LIB PR CT SACHÊ SER PREENCH AG RETRÁTIL X 0,5 ML ",H01C2 - HORMÔNIOS ANTICRESCIMENTO
ACETATO DE LEUPRORRELINA,15.800.545/0001-50,ABBVIE FARMACÊUTICA LTDA.,543715070001217,1986000070076,8054083003887,LUPRON DEPOT,"11,25 MG PO LIOF INJ ESTOJO FA VD INC +  DIL + SER + 2 AGU",L02A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE GONADOTROFINAS CITOSTÁTICOS
